rt,subject_id,group,phase,task,block,trial_n,watch_only,prop_SC,prop_OC,prop_R,trial_colour,trial_size,trial_velocity,trial_role,pressed,outcome,outcome_shown,completion_ms,completion_min
,5f78863ec51814422de56470,B,outcome,2,2,35,0,size,colour,velocity,purple,large,fast,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,36,0,size,colour,velocity,green,small,fast,OC,0,1,1,1673453,27.890883333333335
3229.0,5f78863ec51814422de56470,B,outcome,2,2,37,0,size,colour,velocity,green,large,slow,SC,1,1,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,38,0,size,colour,velocity,purple,large,slow,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,39,0,size,colour,velocity,purple,large,slow,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,40,0,size,colour,velocity,purple,small,fast,OC,0,1,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,41,0,size,colour,velocity,purple,large,fast,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,42,0,size,colour,velocity,purple,large,fast,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,43,0,size,colour,velocity,purple,large,slow,SC,0,0,1,1673453,27.890883333333335
1153.0,5f78863ec51814422de56470,B,outcome,2,2,44,0,size,colour,velocity,green,large,slow,SC,1,1,1,1673453,27.890883333333335
1290.0,5f78863ec51814422de56470,B,outcome,2,2,45,0,size,colour,velocity,purple,small,fast,OC,1,1,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,46,0,size,colour,velocity,purple,large,slow,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,47,0,size,colour,velocity,purple,small,slow,R,0,0,1,1673453,27.890883333333335
939.0,5f78863ec51814422de56470,B,outcome,2,2,48,0,size,colour,velocity,green,large,slow,SC,1,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,49,0,size,colour,velocity,green,small,slow,R,0,1,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,50,0,size,colour,velocity,purple,large,slow,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,51,0,size,colour,velocity,purple,small,slow,R,0,0,1,1673453,27.890883333333335
977.0,5f78863ec51814422de56470,B,outcome,2,2,52,0,size,colour,velocity,purple,large,slow,SC,1,0,1,1673453,27.890883333333335
801.0,5f78863ec51814422de56470,B,outcome,2,2,53,0,size,colour,velocity,green,large,slow,SC,1,1,1,1673453,27.890883333333335
1124.0,5f78863ec51814422de56470,B,outcome,2,2,54,0,size,colour,velocity,green,large,slow,SC,1,1,1,1673453,27.890883333333335
2001.0,5f78863ec51814422de56470,B,outcome,2,2,55,0,size,colour,velocity,purple,large,fast,SC,1,1,1,1673453,27.890883333333335
2106.0,5f78863ec51814422de56470,B,outcome,2,2,56,0,size,colour,velocity,purple,small,fast,OC,1,1,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,57,0,size,colour,velocity,purple,large,fast,SC,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,58,0,size,colour,velocity,purple,large,slow,SC,0,0,1,1673453,27.890883333333335
1183.0,5f78863ec51814422de56470,B,outcome,2,2,59,0,size,colour,velocity,green,large,slow,SC,1,1,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,2,60,0,size,colour,velocity,purple,small,slow,R,0,0,1,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,1,0,size,colour,velocity,green,large,fast,SC,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,2,0,size,colour,velocity,purple,large,fast,SC,0,0,0,1673453,27.890883333333335
807.0,5f78863ec51814422de56470,B,outcome,2,3,3,0,size,colour,velocity,green,large,slow,SC,1,1,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,4,0,size,colour,velocity,green,large,fast,SC,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,5,0,size,colour,velocity,green,large,fast,SC,0,0,0,1673453,27.890883333333335
1054.0,5f78863ec51814422de56470,B,outcome,2,3,6,0,size,colour,velocity,green,large,slow,SC,1,1,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,7,0,size,colour,velocity,green,large,fast,SC,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,8,0,size,colour,velocity,purple,large,slow,SC,0,0,0,1673453,27.890883333333335
1435.0,5f78863ec51814422de56470,B,outcome,2,3,9,0,size,colour,velocity,purple,large,fast,SC,1,1,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,10,0,size,colour,velocity,purple,large,fast,SC,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,11,0,size,colour,velocity,green,large,fast,SC,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,12,0,size,colour,velocity,green,small,slow,R,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,13,0,size,colour,velocity,purple,small,slow,R,0,0,0,1673453,27.890883333333335
2562.0,5f78863ec51814422de56470,B,outcome,2,3,14,0,size,colour,velocity,purple,large,fast,SC,1,1,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,15,0,size,colour,velocity,green,large,fast,SC,0,0,0,1673453,27.890883333333335
1620.0,5f78863ec51814422de56470,B,outcome,2,3,16,0,size,colour,velocity,purple,small,fast,OC,1,1,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,17,0,size,colour,velocity,purple,small,slow,R,0,0,0,1673453,27.890883333333335
,5f78863ec51814422de56470,B,outcome,2,3,18,0,size,colour,velocity,purple,small,slow,R,0,0,0,1673453,27.890883333333335
1431.0,5f78863ec51814422de56470,B,outcome,2,3,19,0,size,colour,velocity,purple,large,slow,SC,1,1,0,1673453,27.890883333333335
777.0,5f78863ec51814422de56470,B,outcome,2,3,20,0,size,colour,velocity,purple,small,fast,OC,1,1,0,1673453,27.890883333333335
,5f7aaea6bf94dd717b471063,A,outcome,1,1,1,1,velocity,size,colour,blue,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,2,1,velocity,size,colour,blue,small,fast,OC,0,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,3,1,velocity,size,colour,blue,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,4,1,velocity,size,colour,blue,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,5,1,velocity,size,colour,red,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,6,1,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,7,1,velocity,size,colour,red,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,8,1,velocity,size,colour,blue,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,9,1,velocity,size,colour,blue,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,1,10,1,velocity,size,colour,red,large,slow,SC,0,0,1,1571835,26.19725
2743.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,1,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
3873.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,2,0,velocity,size,colour,red,small,slow,SC,1,1,1,1571835,26.19725
1926.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,3,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,4,0,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,5,0,velocity,size,colour,blue,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,6,0,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
1733.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,7,0,velocity,size,colour,blue,small,fast,OC,1,1,1,1571835,26.19725
3547.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,8,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,9,0,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,10,0,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
2059.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,11,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
984.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,12,0,velocity,size,colour,red,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,13,0,velocity,size,colour,red,large,slow,SC,0,0,1,1571835,26.19725
3524.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,14,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,15,0,velocity,size,colour,blue,large,slow,SC,0,0,1,1571835,26.19725
2224.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,16,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
790.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,17,0,velocity,size,colour,red,small,fast,OC,1,1,1,1571835,26.19725
2315.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,18,0,velocity,size,colour,red,small,slow,SC,1,1,1,1571835,26.19725
916.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,19,0,velocity,size,colour,blue,large,fast,R,1,0,1,1571835,26.19725
2558.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,20,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
3378.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,21,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
2316.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,22,0,velocity,size,colour,red,large,fast,R,1,0,1,1571835,26.19725
2626.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,23,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
2430.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,24,0,velocity,size,colour,red,small,slow,SC,1,1,1,1571835,26.19725
3143.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,25,0,velocity,size,colour,blue,large,fast,R,1,0,1,1571835,26.19725
2226.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,26,0,velocity,size,colour,blue,small,fast,OC,1,1,1,1571835,26.19725
2104.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,27,0,velocity,size,colour,blue,large,fast,R,1,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,28,0,velocity,size,colour,blue,large,fast,R,0,0,1,1571835,26.19725
2421.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,29,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
1955.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,30,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,31,0,velocity,size,colour,red,large,fast,R,0,0,1,1571835,26.19725
1988.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,32,0,velocity,size,colour,red,large,fast,R,1,0,1,1571835,26.19725
1250.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,33,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
2373.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,34,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,35,0,velocity,size,colour,red,small,fast,OC,0,1,1,1571835,26.19725
1442.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,36,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
1886.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,37,0,velocity,size,colour,red,large,slow,SC,1,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,38,0,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
1705.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,39,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
1621.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,40,0,velocity,size,colour,blue,small,fast,OC,1,0,1,1571835,26.19725
3571.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,41,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
1687.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,42,0,velocity,size,colour,red,small,slow,SC,1,0,1,1571835,26.19725
2616.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,43,0,velocity,size,colour,red,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,44,0,velocity,size,colour,red,small,slow,SC,0,0,1,1571835,26.19725
2837.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,45,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
2406.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,46,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,47,0,velocity,size,colour,red,small,fast,OC,0,1,1,1571835,26.19725
1816.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,48,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,49,0,velocity,size,colour,blue,large,fast,R,0,0,1,1571835,26.19725
1480.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,50,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
3407.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,51,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
2249.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,52,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
3675.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,53,0,velocity,size,colour,red,small,fast,OC,1,1,1,1571835,26.19725
2754.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,54,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
2111.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,55,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
2970.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,56,0,velocity,size,colour,red,small,slow,SC,1,1,1,1571835,26.19725
2977.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,57,0,velocity,size,colour,red,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,2,58,0,velocity,size,colour,blue,small,fast,OC,0,0,1,1571835,26.19725
1458.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,59,0,velocity,size,colour,blue,small,slow,SC,1,1,1,1571835,26.19725
2608.0,5f7aaea6bf94dd717b471063,A,outcome,1,2,60,0,velocity,size,colour,blue,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,1,0,velocity,size,colour,blue,large,fast,R,0,1,0,1571835,26.19725
1771.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,2,0,velocity,size,colour,red,large,slow,SC,1,0,0,1571835,26.19725
2502.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,3,0,velocity,size,colour,blue,small,slow,SC,1,1,0,1571835,26.19725
1830.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,4,0,velocity,size,colour,blue,small,slow,SC,1,1,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,5,0,velocity,size,colour,blue,large,fast,R,0,0,0,1571835,26.19725
1093.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,6,0,velocity,size,colour,red,large,slow,SC,1,1,0,1571835,26.19725
1632.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,7,0,velocity,size,colour,red,large,slow,SC,1,1,0,1571835,26.19725
1569.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,8,0,velocity,size,colour,red,large,slow,SC,1,0,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,9,0,velocity,size,colour,blue,large,fast,R,0,0,0,1571835,26.19725
1307.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,10,0,velocity,size,colour,blue,large,slow,SC,1,1,0,1571835,26.19725
2603.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,11,0,velocity,size,colour,red,large,slow,SC,1,1,0,1571835,26.19725
2361.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,12,0,velocity,size,colour,red,large,slow,SC,1,1,0,1571835,26.19725
2434.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,13,0,velocity,size,colour,red,large,slow,SC,1,1,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,14,0,velocity,size,colour,red,large,fast,R,0,0,0,1571835,26.19725
1771.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,15,0,velocity,size,colour,blue,small,fast,OC,1,1,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,16,0,velocity,size,colour,red,large,fast,R,0,0,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,17,0,velocity,size,colour,red,large,fast,R,0,0,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,1,3,18,0,velocity,size,colour,red,large,fast,R,0,0,0,1571835,26.19725
1761.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,19,0,velocity,size,colour,red,large,slow,SC,1,1,0,1571835,26.19725
2760.0,5f7aaea6bf94dd717b471063,A,outcome,1,3,20,0,velocity,size,colour,blue,small,slow,SC,1,1,0,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,1,1,velocity,colour,size,green,large,fast,R,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,2,1,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,3,1,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,4,1,velocity,colour,size,green,large,fast,R,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,5,1,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,6,1,velocity,colour,size,purple,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,7,1,velocity,colour,size,purple,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,8,1,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,9,1,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,1,10,1,velocity,colour,size,green,large,fast,R,0,0,1,1571835,26.19725
1992.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,1,0,velocity,colour,size,purple,small,fast,OC,1,1,1,1571835,26.19725
2399.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,2,0,velocity,colour,size,purple,large,fast,R,1,0,1,1571835,26.19725
2358.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,3,0,velocity,colour,size,green,large,fast,R,1,0,1,1571835,26.19725
988.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,4,0,velocity,colour,size,green,small,fast,OC,1,1,1,1571835,26.19725
1621.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,5,0,velocity,colour,size,green,small,slow,SC,1,1,1,1571835,26.19725
2434.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,6,0,velocity,colour,size,purple,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,7,0,velocity,colour,size,purple,small,fast,OC,0,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,8,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,9,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
2675.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,10,0,velocity,colour,size,purple,large,fast,R,1,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,11,0,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,12,0,velocity,colour,size,purple,large,fast,R,0,0,1,1571835,26.19725
2311.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,13,0,velocity,colour,size,purple,large,fast,R,1,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,14,0,velocity,colour,size,purple,large,fast,R,0,0,1,1571835,26.19725
3478.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,15,0,velocity,colour,size,purple,small,fast,OC,1,1,1,1571835,26.19725
2116.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,16,0,velocity,colour,size,purple,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,17,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,18,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,19,0,velocity,colour,size,green,small,slow,SC,0,1,1,1571835,26.19725
1450.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,20,0,velocity,colour,size,purple,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,21,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
3521.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,22,0,velocity,colour,size,green,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,23,0,velocity,colour,size,green,large,fast,R,0,0,1,1571835,26.19725
3480.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,24,0,velocity,colour,size,purple,large,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,25,0,velocity,colour,size,purple,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,26,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,27,0,velocity,colour,size,purple,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,28,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
3073.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,29,0,velocity,colour,size,purple,large,fast,R,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,30,0,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,31,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
3643.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,32,0,velocity,colour,size,green,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,33,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,34,0,velocity,colour,size,purple,small,fast,OC,0,0,1,1571835,26.19725
3424.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,35,0,velocity,colour,size,purple,small,slow,SC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,36,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
1529.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,37,0,velocity,colour,size,purple,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,38,0,velocity,colour,size,purple,small,fast,OC,0,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,39,0,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,40,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,41,0,velocity,colour,size,purple,large,fast,R,0,0,1,1571835,26.19725
660.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,42,0,velocity,colour,size,purple,small,fast,OC,1,1,1,1571835,26.19725
3537.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,43,0,velocity,colour,size,green,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,44,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,45,0,velocity,colour,size,purple,large,slow,SC,0,0,1,1571835,26.19725
1794.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,46,0,velocity,colour,size,purple,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,47,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,48,0,velocity,colour,size,purple,small,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,49,0,velocity,colour,size,purple,large,slow,SC,0,0,1,1571835,26.19725
2723.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,50,0,velocity,colour,size,green,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,51,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
1935.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,52,0,velocity,colour,size,purple,small,fast,OC,1,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,53,0,velocity,colour,size,green,small,slow,SC,0,0,1,1571835,26.19725
1678.0,5f7aaea6bf94dd717b471063,A,outcome,2,2,54,0,velocity,colour,size,purple,small,fast,OC,1,1,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,55,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,56,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,57,0,velocity,colour,size,green,large,slow,SC,0,0,1,1571835,26.19725
,5f7aaea6bf94dd717b471063,A,outcome,2,2,58,0,velocity,colour,size,purple,small,fast,OC,0,1,1,1571835,26.19725
